Number,"Asset Key","Asset Definition",Status,Service,"Access Point"
257363,08:26:97:84:c0:e1,Zyxel,"Not Available",1251719720,
275890,4C:C5:3E:5F:45:81,Zyxel,"Not Available",1251768606,
260955,08:26:97:89:64:95,Zyxel,"Not Available",1251722209,
281878,08:26:97:88:E9:E9,Zyxel,"Not Available",1251824751,
243465,08:26:97:72:b1:21,zyxel,"Not Available",1251680147,
269283,08:26:97:95:34:ab,Zyxel,"Not Available",1251744177,
284320,08:26:97:76:62:E1,Zyxel,"Not Available",1251795199,
250275,08:26:97:84:87:a5,zyxel,"Not Available",1251826793,
271346,08:26:97:93:48:03,Zyxel,"Not Available",1251757355,
291727,4c:c5:3e:72:d1:35,zyxel,"Not Available",1251804186,
252732,08:26:97:84:59:31,zyxel,"Not Available",1251711355,
274612,08:26:97:95:05:6B,Zyxel,"Not Available",1251757966,
298716,4C:C5:3E:81:B7:EB,Zyxel,"Not Available",1251827527,
280334,4c:c5:3e:5f:09:15,Zyxel,"Not Available",1251779408,
234850,08:26:97:6B:A8:C2,zyxel,"Not Available",1251665203,
252744,08:26:97:61:51:cb,zyxel,"Not Available",1251694221,
257629,08:26:97:7c:a5:71,Zyxel,"Not Available",1251709267,
262245,08:26:97:7b:64:95,Zyxel,"Not Available",1251734228,
243904,08:26:97:70:c8:51,zyxel,"Not Available",1251647353,
270065,08:26:97:94:65:4b,Zyxel,"Not Available",1251746136,
284607,4c:c5:3e:72:98:f5,Zyxel,"Not Available",1251793680,
250594,08:26:97:7b:43:d1,zyxel,"Not Available",1546932,
271650,08:26:97:94:67:D3,Zyxel,"Not Available",1251758242,
292096,08:26:97:93:EF:4F,Zyxel,"Not Available",1251814683,
238349,08:26:97:6b:c5:12,zyxel,"Not Available",1251666182,
255276,C8:54:4B:26:C9:D0,zyxel,"Not Available",1251712857,
274840,08:26:97:94:6b:b7,zyxel,"Not Available",1251769332,
299448,4c:c5:3e:72:92:89,Zyxel,"Not Available",1251825900,
257872,08:26:97:7c:9c:95,Zyxel,"Not Available",1251722984,
281065,08:26:97:95:06:7f,Zyxel,"Not Available",1251778849,
263325,08:26:97:84:bf:25,zyxel,"Not Available",1251736442,
282645,4c:c5:3e:5f:20:cd,Zyxel,"Not Available",1539993,
245281,08:26:97:7c:65:c9,zyxel,"Not Available",1251686257,
270285,08:26:97:93:50:d3,Zyxel,"Not Available",1251746650,
285030,4C:C5:3E:5E:B2:C9,Zyxel,"Not Available",1251799841,
250874,08:26:97:84:8f:d9,zyxel,"Not Available",1251696482,
271956,08:26:97:93:49:e3,Zyxel,"Not Available",1251761254,
292481,4c:c5:3e:7a:64:ac,Zyxel,"Not Available",1251814195,
275154,08:26:97:94:d5:fb,Zyxel,"Not Available",1251822467,
299836,4C:C5:3E:73:36:45,Zyxel,"Not Available",1251831804,
250901,08:26:97:84:86:79,zyxel,"Not Available",1251696123,
256642,08:26:97:89:59:fd,zyxel,"Not Available",1251715238,
275169,08:26:97:84:a6:f5,Zyxel,"Not Available",1637765,
258186,08:26:97:89:5e:b9,Zyxel,"Not Available",1251710178,
281301,4c:c5:3e:5f:0c:ed,zyxel,"Not Available",1251752762,
239476,08:26:97:70:ca:cd,zyxel,"Not Available",1251672098,
264595,08:26:97:84:bf:55,Zyxel,"Not Available",1251731005,
282984,4C:C5:3E:5F:07:1D,Zyxel,"Not Available",1251790002,
246620,98:0d:67:f3:aa:a4,zyxel,"Not Available",1251689270,
270616,08:26:97:95:12:a3,Zyxel,"Not Available",1251750929,
288175,08:26:97:93:53:bb,Zyxel,"Not Available",1251786997,
251718,08:26:97:7C:A7:21,zyxel,"Not Available",1251706145,
274007,4c:c5:3e:5e:cc:0D,Zyxel,"Not Available",1251759279,
295717,4c:c5:3e:79:d7:d0,zyxel,"Not Available",1251817780,
275446,08:26:97:7b:60:a5,Zyxel,"Not Available",1251768448,
258715,08:26:97:72:4C:E9,Zyxel,"Not Available",1251722092,
281624,08:26:97:94:24:5F,Zyxel,"Not Available",1251784323,
242664,08:26:97:70:C5:A5,zyxel,"Not Available",1251673479,
265056,08:26:97:76:5B:A3,zyxel,"Not Available",1251741197,
283882,08:26:97:93:DB:3F,Zyxel,"Not Available",1251779150,
270933,08:26:97:76:57:5C,Zyxel,"Not Available",1251749036,
288668,08:26:97:93:ef:df,Zyxel,"Not Available",1251800131,
298102,08:26:97:84:B9:F1,Zyxel,"Not Available",1251823946,
246999,08:26:97:7b:7b:45,zyxel,"Not Available",1251679273,
274258,08:26:97:93:E0:67,Zyxel,"Not Available",1251765286,
275733,4C:C5:3E:5E:C9:79,Zyxel,"Not Available",1251774216,
259046,08:26:97:84:7b:b1,Zyxel,"Not Available",1251720512,
269169,08:26:97:84:a6:d1,Zyxel,"Not Available",1251736632,
284167,08:26:97:93:EC:4F,Zyxel,"Not Available",1251791057,
250081,08:26:97:7b:46:c5,zyxel,"Not Available",1251720946,
291588,08:26:97:7b:71:fd,Zyxel,"Not Available",1251813848,
252583,08:26:97:84:8d:2d,zyxel,"Not Available",1251686916,
274494,4C:C5:3E:5F:45:B1,Zyxel,"Not Available",1251737141,
298502,4C:C5:3E:7A:6C:5C,Zyxel,"Not Available",1251826353,
257481,08:26:97:7B:4D:E5,Zyxel,"Not Available",1251720463,
276285,4c:c5:3e:5f:0b:b5,Zyxel,"Not Available",1251762861,
261647,08:26:97:7c:60:41,Zyxel,"Not Available",1251722742,
281916,08:26:97:84:aa:79,Zyxel,"Not Available",1251785295,
269483,08:26:97:95:37:33,Zyxel,"Not Available",1251736682,
284470,08:26:97:94:24:6B,Zyxel,"Not Available",1251790540,
298939,08:26:97:95:53:23,Zyxel,"Not Available",1251828751,
41097,08:26:97:68:38:fe,zyxel,"Not Available",1251754052,
243679,08:26:97:7b:63:b1,zyxel,"Not Available",1251681383,
255028,08:26:97:84:59:61,zyxel,"Not Available",1251712111,
298985,4c:c5:3e:79:d9:50,Zyxel,"Not Available",1251827562,
257748,08:26:97:84:5f:49,Zyxel,"Not Available",1251695566,
280952,4c:c5:3e:5e:cf:19,Zyxel,"Not Available",1251781266,
263202,08:26:97:88:E8:ED,Zyxel,"Not Available",1251735372,
282486,08:26:97:94:CA:73,Zyxel,"Not Available",1251787282,
244148,08:26:97:61:56:0f,zyxel,"Not Available",1251662082,
270184,08:26:97:88:e9:1d,Zyxel,"Not Available",1251747182,
284834,4C:C5:3E:72:25:E1,Zyxel,"Not Available",1251798012,
271788,08:26:97:93:4d:a3,Zyxel,"Not Available",1251805432,
292290,08:26:97:93:f5:37,Zyxel,"Not Available",1251817912,
255407,08:26:97:84:b4:f9,zyxel,"Not Available",1251711019,
274987,08:26:97:94:64:5b,zyxel,"Not Available",1251770205,
299644,4c:c5:3e:81:b7:c7,Zyxel,"Not Available",1251830879,
281151,4C:C5:3E:5F:08:A9,Zyxel,"Not Available",1251769757,
263691,08:26:97:84:5f:fd,Zyxel,"Not Available",1251728291,
282798,08:26:97:84:63:c9,Zyxel,"Not Available",1251785884,
285165,08:26:97:84:B3:19,Zyxel,"Not Available",1251799862,
239187,08:26:97:6B:BE:EE,zyxel,"Not Available",1251671680,
245576,08:26:97:6B:AD:7E,zyxel,"Not Available",1251686147,
270474,08:26:97:95:56:6b,Zyxel,"Not Available",1251749734,
251552,08:26:97:84:84:b1,zyxel,"Not Available",1251824068,
273881,08:26:97:84:8C:85,Zyxel,"Not Available",1251762813,
292674,4c:c5:3e:79:d2:78,Zyxel,"Not Available",1251820227,
256798,08:26:97:6B:BC:F6,zyxel,"Not Available",1251711715,
300164,4C:C5:3E:5E:AC:45,zyxel,"Not Available",1251823103,
258599,08:26:97:84:5c:49,zyxel,"Not Available",1251726819,
281512,08:26:97:94:1A:3F,Zyxel,"Not Available",1251774107,
240500,98:0d:67:f7:a2:ca,zyxel,"Not Available",1251674022,
283728,4c:c5:3e:5e:b2:a5,zyxel,"Not Available",1251789180,
270754,08:26:97:84:A9:B9,Zyxel,"Not Available",1251752124,
288372,4c:c5:3e:72:9c:61,zyxel,"Not Available",1251802276,
251866,08:26:97:7c:6d:31,zyxel,"Not Available",1251707225,
274132,08:26:97:94:CC:0B,Zyxel,"Not Available",1251758983,
297919,08:26:97:93:F4:E3,Zyxel,"Not Available",1251821746,
257132,08:26:97:7c:a5:59,Zyxel,"Not Available",1251683401,
275589,08:26:97:84:59:c1,Zyxel,"Not Available",1251774791,
257807,08:26:97:7b:67:7d,Zyxel,"Not Available",1251719913,
280997,4C:C5:3E:5F:07:11,Zyxel,"Not Available",1251769265,
282566,08:26:97:94:1d:0f,Zyxel,"Not Available",1251787829,
284894,4C:C5:3E:72:23:D1,Zyxel,"Not Available",1251798479,
250802,08:26:97:7b:4e:a5,zyxel,"Not Available",1251750401,
271826,08:26:97:88:E7:79,Zyxel,"Not Available",1251756615,
255470,08:26:97:84:80:E5,zyxel,"Not Available",1251702079,
275040,4C:C5:3E:5F:4C:29,Zyxel,"Not Available",1251770546,
299714,08:26:97:94:2A:17,Zyxel,"Not Available",1251831204,
281200,08:26:97:8D:87:6A,Zyxel,"Not Available",1251768830,
282843,4C:C5:3E:5F:21:75,Zyxel,"Not Available",1610880,
258072,08:26:97:84:ba:45,Zyxel,"Not Available",1251724183,
239256,08:26:97:72:52:65,zyxel,"Not Available",1251668771,
264246,08:26:97:84:AC:05,Zyxel,"Not Available",1251737801,
282886,4c:c5:3e:5e:d4:f5,Zyxel,"Not Available",1251789632,
245685,08:26:97:61:49:97,zyxel,"Not Available",1251687725,
270528,08:26:97:7b:68:b5,Zyxel,"Not Available",1251735985,
288093,4c:c5:3e:5f:20:c1,Zyxel,"Not Available",1251790620,
292778,4c:c5:3e:79:d5:e4,Zyxel,"Not Available",1251820978,
256881,08:26:97:84:bb:4d,Zyxel,"Not Available",1251716761,
275366,08:26:97:72:4F:71,Zyxel,"Not Available",1251772721,
300307,4c:c5:3e:7a:95:00,Zyxel,"Not Available",1251829915,
258646,08:26:97:84:cc:d5,Zyxel,"Not Available",1251727742,
281578,08:26:97:88:E1:49,Zyxel,"Not Available",1251784106,
240546,08:26:97:72:a7:55,zyxel,"Not Available",1251645757,
264854,08:26:97:84:68:0D,Zyxel,"Not Available",1251739881,
283765,08:26:97:94:D2:83,Zyxel,"Not Available",1251788908,
246832,08:26:97:84:90:09,zyxel,"Not Available",1251686820,
270827,08:26:97:95:3e:e3,Zyxel,"Not Available",1251749742,
288502,08:26:97:93:F1:D7,Zyxel,"Not Available",1251799742,
274165,08:26:97:95:0d:cf,Zyxel,"Not Available",1251764715,
297998,08:26:97:84:BA:15,Zyxel,"Not Available",1251822239,
275658,4C:C5:3E:5F:0E:D9,Zyxel,"Not Available",1251765244,
251975,08:26:97:84:87:99,zyxel,"Not Available",1251707885,
257177,08:26:97:89:5D:B1,zyxel,"Not Available",1251718267,
258952,08:26:97:84:61:dd,Zyxel,"Not Available",1251725734,
281810,08:26:97:64:49:ED,Zyxel,"Not Available",1251797930,
243175,98:0d:67:f3:aa:8c,zyxel,"Not Available",1251677752,
284096,4C:C5:3E:72:91:F9,Zyxel,"Not Available",1251793918,
271144,08:26:97:94:5F:B7,Zyxel,"Not Available",1251799539,
288986,4C:C5:3E:5E:B9:4D,Zyxel,"Not Available",1251805205,
252405,08:26:97:84:8d:ed,zyxel,"Not Available",1251706742,
274427,08:26:97:94:67:8B,Zyxel,"Not Available",1251766467,
298430,08:26:97:93:56:07,Zyxel,"Not Available",1251821869,
257412,08:26:97:84:62:F1,Zyxel,"Not Available",1251720016,
276212,08:26:97:84:93:45,Zyxel,"Not Available",1251777250,
261009,08:26:97:84:60:F9,Zyxel,"Not Available",1251732386,
269363,08:26:97:84:59:a9,zyxel,"Not Available",1251744684,
284399,08:26:97:94:24:77,Zyxel,"Not Available",1251795660,
250337,08:26:97:7b:71:c1,zyxel,"Not Available",1251695633,
291789,08:26:97:95:52:27,Zyxel,"Not Available",1251782576,
274659,08:26:97:93:E4:DB,Zyxel,"Not Available",1251768318,
298803,4c:c5:3e:7a:ca:ac,Zyxel,"Not Available",1623659,
250393,08:26:97:7C:6E:A5,zyxel,"Not Available",1251681001,
243312,08:26:97:7b:63:a5,zyxel,"Not Available",1251653433,
254868,08:26:97:84:c0:15,Zyxel,"Not Available",1251711718,
257687,08:26:97:84:65:e5,Zyxel,"Not Available",1251721764,
280767,08:26:97:93:DA:1F,Zyxel,"Not Available",1251758513,
262274,08:26:97:7B:4A:C1,Zyxel,"Not Available",1251734774,
282382,4c:c5:3e:5f:29:fd,Zyxel,"Not Available",1251707211,
243996,98:0d:67:f3:09:ac,zyxel,"Not Available",1251683599,
270114,08:26:97:93:51:27,zyxel,"Not Available",1251740389,
250652,08:26:97:84:cb:cd,Zyxel,"Not Available",1251697817,
271699,08:26:97:93:4d:7f,Zyxel,"Not Available",1251633681,
292190,4C:C5:3E:7A:65:C0,Zyxel,"Not Available",1251817365,
255334,08:26:97:84:77:c1,zyxel,"Not Available",1251713150,
274914,08:26:97:7B:46:4D,Zyxel,"Not Available",1251769823,
299533,4C:C5:3E:7A:9E:30,Zyxel,"Not Available",1251826390,
257943,08:26:97:7b:43:1d,Zyxel,"Not Available",1251723399,
281103,4C:C5:3E:5F:1F:1D,Zyxel,"Not Available",1251776329,
263619,08:26:97:88:e2:21,zyxel,"Not Available",1251736899,
270349,08:26:97:94:CF:EF,Zyxel,"Not Available",1251745676,
272365,08:26:97:95:5c:0B,Zyxel,"Not Available",1251750967,
300010,4C:C5:3E:5E:AC:39,Zyxel,"Not Available",1251822194,
245486,08:26:97:6B:A0:B2,zyxel,"Not Available",1251682645,
250994,08:26:97:7B:43:05,zyxel,"Not Available",1251702447,
272505,08:26:97:93:44:5b,Zyxel,"Not Available",1251762014,
256723,08:26:97:84:B5:C5,zyxel,"Not Available",1251715662,
275232,4C:C5:3E:5F:16:D1,Zyxel,"Not Available",1251768084,
300054,4c:c5:3e:73:2f:a9,Zyxel,"Not Available",1251832755,
258238,08:26:97:89:5a:2d,Zyxel,"Not Available",1251725769,
281437,4c:c5:3e:5f:1e:39,Zyxel,"Not Available",1251782863,
239551,08:26:97:70:d2:a1,zyxel,"Not Available",1251649695,
264727,08:26:97:7c:6e:f9,Zyxel,"Not Available",1251735262,
283015,08:26:97:95:32:47,Zyxel,"Not Available",1251782494,
246674,08:26:97:6B:AD:06,zyxel,"Not Available",1251687285,
270668,08:26:97:65:59:f1,Zyxel,"Not Available",1251751308,
288245,4c:c5:3e:72:99:0d,Zyxel,"Not Available",1251801586,
274083,08:26:97:94:61:1f,zyxel,"Not Available",1251764295,
295819,4C:C5:3E:5F:29:A9,Zyxel,"Not Available",1251821928,
257033,08:26:97:89:5e:1d,zyxel,"Not Available",1251715164,
275503,08:26:97:7C:63:4D,Zyxel,"Not Available",1251771506,
258767,08:26:97:84:c4:b9,Zyxel,"Not Available",1251728548,
281661,08:26:97:93:51:0f,zyxel,"Not Available",1251778188,
267356,08:26:97:95:3c:8b,Zyxel,"Not Available",1251740697,
283946,08:26:97:93:EC:37,Zyxel,"Not Available",1251792735,
288752,4c:c5:3e:5e:ab:c1,Zyxel,"Not Available",1251709109,
298173,4c:c5:3e:72:e1:3d,Zyxel,"Not Available",1251825599,
242986,08:26:97:61:54:d7,zyxel,"Not Available",1594401,
247961,08:26:97:7b:6e:d9,zyxel,"Not Available",1506482,
271006,08:26:97:94:6d:37,Zyxel,"Not Available",1251754159,
252098,08:26:97:84:91:05,zyxel,"Not Available",1251707009,
274297,08:26:97:93:4C:0B,Zyxel,"Not Available",1251754725,
257280,08:26:97:84:ba:5d,zyxel,"Not Available",1251716438,
275817,4c:c5:3e:5f:11:9d,Zyxel,"Not Available",1251776135,
260900,08:26:97:84:8D:e1,Zyxel,"Not Available",1251723286,
243344,08:26:97:61:56:ff,zyxel,"Not Available",1251678920,
269223,08:26:97:84:e0:cd,Zyxel,"Not Available",1251743628,
250135,08:26:97:7b:7b:15,zyxel,"Not Available",1251694526,
271268,08:26:97:95:54:EB,Zyxel,"Not Available",1251756391,
291647,4C:C5:3E:72:93:B5,Zyxel,"Not Available",1251774189,
257517,08:26:97:84:bf:fd,Zyxel,"Not Available",1251724105,
276326,4C:C5:3E:5F:49:D1,Zyxel,"Not Available",1251747988,
262138,08:26:97:7B:46:AD,Zyxel,"Not Available",1251727353,
282066,08:26:97:93:5f:8b,Zyxel,"Not Available",1251785891,
284532,4C:C5:3E:5E:C7:8D,Zyxel,"Not Available",1251796350,
114174,08:26:97:7b:6a:11,zyxel,"Not Available",1251682951,
262164,08:26:97:84:8e:11,Zyxel,"Not Available",1251723415,
243784,08:26:97:70:cf:1d,zyxel,"Not Available",1349408,
250519,08:26:97:7b:49:95,zyxel,"Not Available",1251688054,
292001,4c:c5:3e:72:26:35,Zyxel,"Not Available",1251814481,
255141,98:0d:67:f3:6b:50,zyxel,"Not Available",1251748884,
274766,08:26:97:76:5C:5A,Zyxel,"Not Available",1251761468,
299022,08:26:97:95:54:97,Zyxel,"Not Available",1251829174,
258853,08:26:97:72:56:D9,Zyxel,"Not Available",1251729755,
243087,08:26:97:6b:aa:8a,zyxel,"Not Available",1251646187,
267445,08:26:97:84:A9:71,Zyxel,"Not Available",1251742211,
249885,08:26:97:7b:7a:d9,zyxel,"Not Available",1251665510,
271049,08:26:97:95:54:73,Zyxel,"Not Available",1251754613,
288852,4c:c5:3e:72:9b:dd,Zyxel,"Not Available",1251798666,
252258,08:26:97:84:cf:21,zyxel,"Not Available",1251705547,
274364,08:26:97:95:34:93,Zyxel,"Not Available",1251755300,
298314,4C:C5:3E:7A:CA:64,Zyxel,"Not Available",1251818166,
257337,08:26:97:72:4D:44,Zyxel,"Not Available",1251712452,
260940,08:26:97:7C:A0:E5,Zyxel,"Not Available",1251732333,
243439,08:26:97:7b:61:59,zyxel,"Not Available",1251679752,
284290,08:26:97:93:EA:B7,Zyxel,"Not Available",1251794168,
250199,08:26:97:84:8B:41,zyxel,"Not Available",1251690122,
271331,08:26:97:7b:46:11,Zyxel,"Not Available",1251757142,
291705,4C:C5:3E:72:93:61,Zyxel,"Not Available",1251800972,
252694,08:26:97:84:a9:11,zyxel,"Not Available",1566852,
274588,08:26:97:95:53:B3,Zyxel,"Not Available",1251767749,
298667,08:26:97:76:63:02,zyxel,"Not Available",1251827254,
257550,08:26:97:72:57:21,Zyxel,"Not Available",1251720965,
276489,4C:C5:3E:5E:D6:39,Zyxel,"Not Available",1251779131,
282104,08:26:97:93:DA:5B,Zyxel,"Not Available",1251773275,
234722,08:26:97:6B:AB:B6,zyxel,"Not Available",1251664910,
257595,08:26:97:7b:69:5d,Zyxel,"Not Available",1251686708,
282286,08:26:97:95:07:6F,Zyxel,"Not Available",1251609632,
243838,08:26:97:7c:aa:b1,zyxel,"Not Available",1251682736,
269745,08:26:97:7b:60:d5,Zyxel,"Not Available",1251740590,
284585,4C:C5:3E:5E:B2:ED,Zyxel,"Not Available",1251796509,
250575,08:26:97:84:cb:6d,Zyxel,"Not Available",1251695716,
292068,4C:C5:3E:72:93:3D,Zyxel,"Not Available",1251816690,
270897,08:26:97:76:61:91,Zyxel,"Not Available",1251753564,
255259,08:26:97:84:95:0D,zyxel,"Not Available",1251711177,
299091,08:26:97:93:56:37,Zyxel,"Not Available",1251831226,
257855,08:26:97:84:B4:8D,Zyxel,"Not Available",1251722836,
281046,4c:c5:3e:5f:0d:29,zyxel,"Not Available",1251769204,
263284,08:26:97:93:46:cb,Zyxel,"Not Available",1251730506,
282632,4C:C5:3E:5F:13:1D,Zyxel,"Not Available",1251787640,
245260,98:0d:67:f3:2a:70,zyxel,"Not Available",1251686124,
270266,08:26:97:8D:88:36,Zyxel,"Not Available",1251741917,
284968,4C:C5:3E:72:24:9D,Zyxel,"Not Available",1251795310,
250841,08:26:97:7B:43:11,zyxel,"Not Available",1251703300,
271937,08:26:97:95:0f:13,zyxel,"Not Available",1251761151,
292458,4c:c5:3e:72:9b:71,zyxel,"Not Available",1251804538,
275123,08:26:97:84:7c:11,Zyxel,"Not Available",1251768572,
299802,4C:C5:3E:7A:9B:84,Zyxel,"Not Available",1251829818,
281252,08:26:97:72:a5:09,Zyxel,"Not Available",1251782389,
256612,08:26:97:84:b7:bd,Zyxel,"Not Available",1251714940,
258147,08:26:97:72:4C:DD,Zyxel,"Not Available",1251691302,
281273,08:26:97:94:18:e3,Zyxel,"Not Available",1251688359,
239406,08:26:97:72:58:F5,zyxel,"Not Available",1251609412,
264517,08:26:97:84:c7:d1,zyxel,"Not Available",1251733784,
282967,4c:c5:3e:5e:ad:4d,Zyxel,"Not Available",1502058,
246532,08:26:97:7c:68:15,zyxel,"Not Available",1251688994,
270592,08:26:97:94:CC:3B,Zyxel,"Not Available",1251748189,
288159,4c:c5:3e:5e:ac:b1,Zyxel,"Not Available",1497519,
251677,08:26:97:7b:4e:bd,Zyxel,"Not Available",1251705839,
273977,08:26:97:93:E2:8F,Zyxel,"Not Available",1251756941,
292881,4c:c5:3e:7a:c7:e8,Zyxel,"Not Available",1251819252,
256934,08:26:97:84:79:ad,Zyxel,"Not Available",1251785354,
275410,08:26:97:94:17:93,Zyxel,"Not Available",1251684297,
281609,08:26:97:94:15:17,Zyxel,"Not Available",1251784241,
242620,08:26:97:61:54:9b,zyxel,"Not Available",1526272,
265013,08:26:97:65:56:B5,Zyxel,"Not Available",1251736947,
246927,08:26:97:7b:61:29,zyxel,"Not Available",1251691674,
270908,08:26:97:94:62:33,zyxel,"Not Available",1251753754,
288597,08:26:97:93:EA:7B,Zyxel,"Not Available",1251794683,
274216,08:26:97:93:E0:2B,Zyxel,"Not Available",1251738368,
298073,4c:c5:3e:72:cf:01,Zyxel,"Not Available",1251823733,
246959,08:26:97:7b:76:1d,zyxel,"Not Available",1251690673,
257213,08:26:97:7c:a5:35,Zyxel,"Not Available",1251716926,
275717,08:26:97:94:1f:eb,Zyxel,"Not Available",1251775554,
281826,08:26:97:64:6C:E5,Zyxel,"Not Available",1251787155,
243241,08:26:97:72:b2:89,zyxel,"Not Available",1251678250,
284140,08:26:97:94:24:83,Zyxel,"Not Available",1251794176,
271197,08:26:97:8D:89:56,Zyxel,"Not Available",1251755714,
252560,08:26:97:7B:64:C5,zyxel,"Not Available",1251708528,
274469,08:26:97:95:08:CB,Zyxel,"Not Available",1251767028,
298474,08:26:97:7b:68:01,Zyxel,"Not Available",1251826110,
257460,08:26:97:84:ce:55,Zyxel,"Not Available",1251720263,
276273,08:26:97:94:16:67,Zyxel,"Not Available",1251776123,
261634,08:26:97:84:a8:81,Zyxel,"Not Available",1251725421,
269402,08:26:97:84:C6:5D,Zyxel,"Not Available",1251726316,
284457,08:26:97:94:2F:03,Zyxel,"Not Available",1251745467,
291901,4c:c5:3e:79:d2:b4,Zyxel,"Not Available",1251801690,
298898,4C:C5:3E:81:B7:DF,Zyxel,"Not Available",1251828512,
243605,08:26:97:61:49:a3,zyxel,"Not Available",1251667615,
250434,08:26:97:61:4b:77,Zyxel,"Not Available",1251666125,
271484,08:26:97:93:49:D7,Zyxel,"Not Available",1251750360,
237601,c8:54:4b:26:d0:84,zyxel,"Not Available",1251730074,
254903,08:26:97:84:94:b9,Zyxel,"Not Available",1251705787,
280836,08:26:97:72:50:3D,Zyxel,"Not Available",1251780445,
262310,08:26:97:84:7a:a9,Zyxel,"Not Available",1510368,
282462,08:26:97:95:32:FB,Zyxel,"Not Available",1251654753,
244099,08:26:97:61:56:7b,zyxel,"Not Available",1251684196,
270167,08:26:97:95:56:53,Zyxel,"Not Available",1251746994,
250710,08:26:97:7B:6D:A1,zyxel,"Not Available",1251693431,
271773,08:26:97:64:ea:b5,Zyxel,"Not Available",1251751066,
292268,08:26:97:94:29:F3,Zyxel,"Not Available",1251799794,
255392,08:26:97:89:60:8d,Zyxel,"Not Available",1251694239,
274966,08:26:97:94:6c:47,zyxel,"Not Available",1535661,
299602,08:26:97:93:5a:9f,Zyxel,"Not Available",1251830692,
257987,08:26:97:89:5d:e1,Zyxel,"Not Available",1251689292,
281134,08:26:97:7b:68:d9,Zyxel,"Not Available",1251758008,
263663,08:26:97:84:AB:D5,Zyxel,"Not Available",1251727029,
282776,4C:C5:3E:5F:25:05,Zyxel,"Not Available",1251784823,
285143,4c:c5:3e:5f:42:5d,Zyxel,"Not Available",1251795664,
292606,4C:C5:3E:5E:D7:D1,Zyxel,"Not Available",1251819215,
245541,08:26:97:7b:60:ed,zyxel,"Not Available",1251654304,
270455,08:26:97:95:3c:73,Zyxel,"Not Available",1251749560,
251537,08:26:97:7c:a9:fd,Zyxel,"Not Available",1251677765,
292657,4C:C5:3E:7A:70:DC,Zyxel,"Not Available",1251820153,
256781,08:26:97:89:65:31,Zyxel,"Not Available",1251696385,
275293,08:26:97:95:3a:0f,Zyxel,"Not Available",1251740758,
300106,4C:C5:3E:7B:54:64,Zyxel,"Not Available",1251833032,
258472,08:26:97:84:65:55,Zyxel,"Not Available",1251726439,
281493,4c:c5:3e:5f:11:3d,zyxel,"Not Available",1251783600,
264780,08:26:97:95:39:4f,Zyxel,"Not Available",1251739356,
283688,4C:C5:3E:5F:24:F9,Zyxel,"Not Available",1251789068,
246747,08:26:97:7b:69:d5,zyxel,"Not Available",1251686100,
270711,08:26:97:64:EC:1D,Zyxel,"Not Available",1251751640,
288324,4C:C5:3E:72:99:E5,Zyxel,"Not Available",1251802112,
274117,08:26:97:94:69:fb,Zyxel,"Not Available",1251761656,
257112,08:26:97:84:80:a9,Zyxel,"Not Available",1251715789,
275572,08:26:97:94:20:27,Zyxel,"Not Available",1251774575,
